	_id	measurementTechniqueIRIs
1586	vivli_76663deb-2a32-4cdd-a1cc-b37b691f002e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1587	vivli_7667d511-5a72-45c4-abb8-ad6f4a2e9663	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1588	vivli_7698d33f-f713-44dd-8ce5-9cd111479a43	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1589	vivli_76a013b2-ad9c-43cb-becd-89338d9c660b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1590	vivli_76a9afad-f34b-4b59-8457-01c3d4fe1848	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1591	vivli_76ab27bb-43fb-45d4-955c-bef5a85c1685	['http://purl.obolibrary.org/obo/NCIT_C82640']
1592	vivli_76df78f4-de8d-4ccd-b8c0-4d0afb47f9b5	['http://purl.obolibrary.org/obo/NCIT_C82640']
1593	vivli_770ffd50-639c-49fb-9c89-62d913488069	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1594	vivli_77136c01-2e3e-4c20-89da-58679fd0e8bc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1595	vivli_771bcdc6-8e89-4e40-a76c-7af0919d24a8	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1596	vivli_773b10f9-288e-48fd-88b5-83252e75b7a9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1597	vivli_777d02a5-1775-4012-a031-2a575cf1e4a5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1598	vivli_77ac0617-ae80-45d6-9e6c-d9a66896afd2	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1599	vivli_77e4c0d8-6990-4575-bd71-57d9dae8575b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1600	vivli_77e6d282-80f9-48cf-a50c-5116aca16dd3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1601	vivli_77e82dc5-fa21-4868-b753-af6ada821d2b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1602	vivli_77f8b731-e22a-4ffd-a534-636935876a7b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1603	vivli_780d5e1e-f954-451f-8847-ff28d3439fa5	['http://purl.obolibrary.org/obo/NCIT_C82640']
1604	vivli_784857b0-943e-4ebe-82f1-28631a4a9bb2	['http://purl.obolibrary.org/obo/NCIT_C82640']
1605	vivli_78635690-4dc3-4170-aea0-7e0659cbcbcc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1606	vivli_78853f59-cbda-477e-9615-9fd36ad22038	['http://purl.obolibrary.org/obo/NCIT_C82640']
1607	vivli_78a0c95d-cb91-4cb0-b478-3ee9e4df43ca	['http://purl.obolibrary.org/obo/NCIT_C82640']
1608	vivli_78c260e4-b063-4b12-a32c-a500e584b1c7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1609	vivli_78ff4c0e-18cf-4628-8fd5-93e88f788f73	['http://purl.obolibrary.org/obo/NCIT_C82640']
1610	vivli_7917d629-df71-47bc-bb26-3efd24e1f434	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1611	vivli_79199760-f434-48ba-95e0-da2efbd2f58f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1612	vivli_794759fd-3fcf-4a92-ada0-b007f4d6e7af	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1613	vivli_798558cf-e4fe-4d39-b0e8-44762a18deb6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1614	vivli_799924f8-3f7d-4a28-a765-329b940dc476	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1615	vivli_79cdfc97-7c4c-4131-b9f1-8d57b83f028e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1616	vivli_79e3950c-5b63-4d7f-9cfc-6e40cda116e4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1617	vivli_7a0394e9-0610-414e-bfe2-5dbb9d97c372	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1618	vivli_7a0d559e-1f29-4fdf-9bb5-0b612ee638d0	['http://purl.obolibrary.org/obo/NCIT_C82640']
1619	vivli_7a55ed9f-8d5d-4818-b13c-7fc78f6b586a	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1620	vivli_7a598d3c-f2e0-4620-86fd-1c1f821bc188	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1621	vivli_7a72fda7-3a2a-4128-9f93-9496ea68224d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1622	vivli_7a83073b-7df7-46d8-a524-2dce194d524b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1623	vivli_7a8a7234-ada3-465b-a608-347b5e74a542	['http://purl.obolibrary.org/obo/NCIT_C16084']
1624	vivli_7a8e3e42-26d9-495f-b525-54bb37221a49	['http://purl.obolibrary.org/obo/NCIT_C82640']
1625	vivli_7ab6d521-7b6d-401c-a2e2-eac303cfd6f0	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1626	vivli_7ad7cbae-5fbb-4d48-9fb9-0477d9c5037d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1627	vivli_7aeb3212-a6ad-4868-b3ee-95849812d58a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1628	vivli_7b089905-c918-4d1e-9b79-dc46e4f0adf0	['http://purl.obolibrary.org/obo/NCIT_C82640']
1629	vivli_7b865e82-6373-4f79-9e39-44ba4a971acd	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1630	vivli_7b9a1918-3b73-48f2-b777-a9b02097b6d7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1631	vivli_7b9f02cf-f818-4ee4-90e7-bc0c2a78e529	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1632	vivli_7baf8d1d-874c-449e-9541-527e2365e0f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1633	vivli_7bc4fc9e-42b3-4694-bdc4-eab5440b3b7d	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1634	vivli_7bef3098-db7f-4fae-ab00-f9aa31ccb152	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1635	vivli_7bf75097-40d6-4be1-ba6e-b325c517cf42	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1636	vivli_7c070082-686a-4ca1-8620-c6f0180df1cc	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1637	vivli_7c2230e8-0287-4c0a-bc8b-9b8461481a5c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1638	vivli_7c34b26a-df54-4850-b920-a3da53063842	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1639	vivli_7c36039a-e3e6-49a0-bfe9-72c523a37fa0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1640	vivli_7c511658-0622-4ce9-a913-551626d18058	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1641	vivli_7c89189b-f62a-47e7-93b9-ffc1fa7d6813	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1642	vivli_7c8dc5ab-2763-4802-bf22-84fba98cd105	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1643	vivli_7cb09134-223b-4119-b933-5a5fb408dc79	['http://purl.obolibrary.org/obo/NCIT_C16084']
1644	vivli_7cb0fa42-f304-432f-a55e-080854f304ab	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1645	vivli_7d606960-54c9-45b2-9988-fef788d27313	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1646	vivli_7d664bca-9e36-4945-80fd-6fc77856d8d7	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1647	vivli_7d6b5004-0737-4b89-948f-189b614b59dc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1648	vivli_7d9f53fc-fc17-42a5-aea0-85057b79940d	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1649	vivli_7dd8ee88-2408-42eb-9ede-705b6f469b02	['http://purl.obolibrary.org/obo/NCIT_C82640']
1650	vivli_7dec6f6f-dad5-479e-9052-4acacbcbf9b0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1651	vivli_7df62bcf-d03c-432d-bc7c-9c84b8f11d45	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1652	vivli_7e2bac2b-0661-4e4d-9aa4-d87a8db1867e	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1653	vivli_7e5e0a12-6e57-454a-863b-e124bbdeff41	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1654	vivli_7e701f4d-1d49-4ccb-a3e4-1c6efbe698a5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1655	vivli_7eabe3fe-7c82-453b-a74c-230b1e4b2364	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1656	vivli_7ebd009f-ae85-4d67-9296-e7342cef084e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1657	vivli_7efd1530-fb0e-44d1-acb3-d697f91fd3df	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1658	vivli_7f3a7d5c-524a-4db1-b7e6-fa6b094dfbf7	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1659	vivli_7f81dea6-9d0e-4bad-9944-ead0902cae4f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1660	vivli_7fad1fce-724c-4dda-bd10-469f2610906d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1661	vivli_7fcf431b-9c33-4a6f-9aa9-df3f5d894d51	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1662	vivli_7ffef81a-a9a1-4d2b-8c45-9d932b18e023	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1663	vivli_800142a1-ed00-48d2-ba0e-f0f4e0186776	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1664	vivli_8009052c-4095-4407-9950-9a5630f37d84	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1665	vivli_802a9c9c-bb33-4da8-93c4-7d5b1a961810	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1666	vivli_805a69a8-ed51-470f-bfbb-8bf7aa6f98bf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1667	vivli_807bf754-b894-4174-a14e-bc2a87b75574	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1668	vivli_807d13c4-8e1b-4557-afbb-9258c9d51a6e	['http://purl.obolibrary.org/obo/NCIT_C82640']
1669	vivli_80c2cea5-e781-4041-9276-7964398668ee	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1670	vivli_80c32e9c-dd55-4ccf-a6e4-933069c9dd7c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1671	vivli_80d9b760-13e1-4134-8e91-2db08ae5ba75	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1672	vivli_811b53d6-d692-4cba-a305-5c74324d0b5a	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310']
1673	vivli_811f290d-ceb3-416f-9a76-298b6716758f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1674	vivli_81206ddc-068d-4741-b033-f2337287f057	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1675	vivli_81358973-c5b1-4a7e-89e0-b0159c533950	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1676	vivli_813e2af0-b60a-48db-93b5-7eb15cfddec7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1677	vivli_8174f1c5-037c-4513-9214-2aa2a2397da2	['http://purl.obolibrary.org/obo/NCIT_C142568', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1678	vivli_81794bce-ccc8-4e66-9976-d1dd55050d7b	['http://purl.obolibrary.org/obo/NCIT_C82640']
1679	vivli_81847f15-9472-4cc3-82a4-9013fe8fa6b0	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1680	vivli_81854881-df14-4317-bed7-4317b2f7d849	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1681	vivli_818ec702-926d-4acd-a9ef-1a977a08504d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1682	vivli_81b6a3c3-f431-4109-ad29-f66274a9462a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1683	vivli_81cf3bbe-8351-4910-886d-2b504a1c34d0	['http://purl.obolibrary.org/obo/NCIT_C82640']
1684	vivli_820e8575-f15e-40a3-908a-f0a1a90eb1f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1685	vivli_8222a0ad-d6a3-4cbb-9ecb-3408961351e1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1686	vivli_823a452f-75ed-49e0-990d-203b35a6d189	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1687	vivli_82ae22f1-4d9d-42ff-bb0a-611bcd3fc7ba	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1688	vivli_82d96126-57a8-43be-9e9a-c84b5bf8e340	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1689	vivli_82fe3fb8-6164-4b4c-9d5a-87de7bb8d682	['http://purl.obolibrary.org/obo/NCIT_C82640']
1690	vivli_8302a16d-8b29-42f3-9a32-addab3a0947b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1691	vivli_83137883-12e8-409e-b994-ff7b06ec1a9b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1692	vivli_83445916-d2ef-4072-8628-0078a654c32d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1693	vivli_83569764-3840-48cf-863a-df3fdb0d7895	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1694	vivli_835f88e6-bbdb-4c0e-b135-6b322a632cff	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1695	vivli_83642f88-fee0-4ddf-bd5f-ffcdbf4e556f	['http://purl.obolibrary.org/obo/NCIT_C82640']
1696	vivli_8374b78e-1313-465c-a5d0-117508ae50d9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1697	vivli_838759cc-099a-4d19-8312-4f1e4881bb92	['http://purl.obolibrary.org/obo/NCIT_C82640']
1698	vivli_83b90cb6-39ba-4114-ad5f-b28c24e8a7e5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1699	vivli_83bc57b3-96a6-4ea2-9873-8b9b4cedc2e2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1700	vivli_843b4356-0bd1-4ffb-a13d-72bca1ab86ed	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1701	vivli_843d0f71-dcc6-409d-9899-033ec1a1a42b	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1702	vivli_84436887-c7a7-4d2f-830b-86675c311bef	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1703	vivli_844c1fbf-3bfe-4177-852a-23f82a755d15	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1704	vivli_8474389d-ba41-45f1-a2aa-e309656c5fe7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1705	vivli_84d34c78-36bc-462d-a525-b648da9c3f4e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1706	vivli_84eb1367-f456-4d55-b8ab-ec44bdad2459	['http://purl.obolibrary.org/obo/NCIT_C82640']
1707	vivli_84f95edc-3851-4f48-adc0-3567601ae8d0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1708	vivli_851a376d-e5a6-44c5-82c7-97181a6e9541	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
1709	vivli_85733086-623a-4ace-9b27-4102eb8e9b8f	['http://purl.obolibrary.org/obo/NCIT_C82640']
1710	vivli_8577238d-31df-4c1a-a8a0-9c6af9517f74	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1711	vivli_858e7604-36c2-4377-85eb-2a20471df893	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1712	vivli_85f1f6d8-5035-4940-9013-5b06688c56bc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1713	vivli_8670f761-51ec-4e7d-98bc-687695d68026	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1714	vivli_868def45-43f7-439e-a591-47b1a5316e5f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1715	vivli_86acb68e-4be3-407b-a915-842bb6e63f83	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1716	vivli_86f910a9-e58b-417a-a987-dfb1c2c559d2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
1717	vivli_87621fdb-d8ac-45b2-86bd-7122bcd1fa24	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
