	target_id	map_method	source_id	source_ontology
205	http://purl.obolibrary.org/obo/DOID_1702	LOOM	http://purl.obolibrary.org/obo/NCIT_C84778	BAO
206	http://purl.obolibrary.org/obo/DOID_13593	LOOM	http://purl.obolibrary.org/obo/NCIT_C87167	BAO
207	http://purl.obolibrary.org/obo/DOID_684	LOOM	http://purl.obolibrary.org/obo/NCIT_C3099	BAO
208	http://purl.obolibrary.org/obo/DOID_14146	LOOM	http://purl.obolibrary.org/obo/NCIT_C114696	BAO
209	http://purl.obolibrary.org/obo/DOID_10554	LOOM	http://purl.obolibrary.org/obo/NCIT_C34813	BAO
210	http://purl.obolibrary.org/obo/DOID_1510	LOOM	http://purl.obolibrary.org/obo/NCIT_C34922	BAO
211	http://purl.obolibrary.org/obo/DOID_3369	LOOM	http://purl.obolibrary.org/obo/NCIT_C4817	BAO
212	http://purl.obolibrary.org/obo/DOID_5327	LOOM	http://purl.obolibrary.org/obo/NCIT_C26874	BAO
213	http://purl.obolibrary.org/obo/DOID_9810	LOOM	http://purl.obolibrary.org/obo/NCIT_C26847	BAO
214	http://purl.obolibrary.org/obo/DOID_4674	LOOM	http://purl.obolibrary.org/obo/NCIT_C27226	BAO
215	http://purl.obolibrary.org/obo/DOID_11543	LOOM	http://purl.obolibrary.org/obo/NCIT_C26969	BAO
216	http://purl.obolibrary.org/obo/DOID_14557	LOOM	http://purl.obolibrary.org/obo/NCIT_C168400	BAO
217	http://purl.obolibrary.org/obo/DOID_3459	LOOM	http://purl.obolibrary.org/obo/NCIT_C4872	BAO
218	http://purl.obolibrary.org/obo/DOID_12526	LOOM	http://purl.obolibrary.org/obo/NCIT_C85183	BAO
219	http://purl.obolibrary.org/obo/DOID_10426	LOOM	http://purl.obolibrary.org/obo/NCIT_C98967	BAO
220	http://purl.obolibrary.org/obo/DOID_11184	LOOM	http://purl.obolibrary.org/obo/NCIT_C35195	BAO
221	http://purl.obolibrary.org/obo/DOID_2671	LOOM	http://purl.obolibrary.org/obo/NCIT_C2930	BAO
222	http://purl.obolibrary.org/obo/CHEBI_33290	LOOM	http://purl.obolibrary.org/obo/NCIT_C62695	BAO
223	http://purl.obolibrary.org/obo/DOID_174	LOOM	http://purl.obolibrary.org/obo/NCIT_C7419	BAO
224	http://purl.obolibrary.org/obo/DOID_14451	LOOM	http://purl.obolibrary.org/obo/NCIT_C123429	BAO
225	http://purl.obolibrary.org/obo/DOID_4682	LOOM	http://purl.obolibrary.org/obo/NCIT_C3860	BAO
226	http://purl.obolibrary.org/obo/DOID_1328	LOOM	http://purl.obolibrary.org/obo/NCIT_C128419	BAO
227	http://purl.obolibrary.org/obo/DOID_468	LOOM	http://purl.obolibrary.org/obo/NCIT_C3699	BAO
228	http://purl.obolibrary.org/obo/DOID_0060041	LOOM	http://purl.obolibrary.org/obo/NCIT_C88412	BAO
229	http://purl.obolibrary.org/obo/DOID_8886	LOOM	http://purl.obolibrary.org/obo/NCIT_C110923	BAO
230	http://purl.obolibrary.org/obo/DOID_12341	LOOM	http://purl.obolibrary.org/obo/NCIT_C4832	BAO
231	http://purl.obolibrary.org/obo/DOID_14796	LOOM	http://purl.obolibrary.org/obo/NCIT_C125591	BAO
